protocol,ip_src,ip_dst,port_src,port_dst,packet_length,timestamp,ttl,label
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716437.855643,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716437.882504,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716437.882791,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716437.904494,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716437.904729,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716437.925107,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716437.925278,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716437.945901,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716437.946112,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716437.973082,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716437.973254,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716437.998827,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716437.999045,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.023192,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.023392,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.049505,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.049656,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.079992,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.080189,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.111738,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.111906,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.139671,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.139854,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.166998,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.16717,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.18879,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.188968,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.210008,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.210171,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.230398,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.230584,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.262339,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.262555,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.298518,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.298682,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.324904,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.325095,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.352186,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.352373,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.379696,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.379868,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.406027,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.406214,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.433675,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.433848,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.473604,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.473805,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.50111,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.501317,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.527034,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.527192,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.566286,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.566447,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.6092,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.609337,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716438.661073,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.661073,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.661228,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716438.661527,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.686636,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.686813,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.723894,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.724091,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716438.787502,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.787503,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.787666,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716438.788042,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.890788,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.890992,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716438.891431,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716438.951371,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716438.951519,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716438.951901,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716439.0871,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716439.087274,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716439.087622,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716439.201827,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716439.202001,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716439.202308,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716439.223316,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716439.223521,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716439.360711,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716439.360711,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716439.360896,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716439.361336,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716439.514754,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716439.514938,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716439.515305,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.113855,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.11421,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716440.1145,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.134089,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.134232,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.175662,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.175812,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.214847,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.214994,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.234934,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.235098,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.255732,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.255904,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716440.372333,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.372333,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.373184,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716440.373531,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.476679,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.476991,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716440.47726,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.497033,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.49723,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.530538,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.530709,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.55876,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.558885,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.579017,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.579239,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.607742,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.607959,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.633379,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.633584,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716440.690576,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.690576,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.690803,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716440.691181,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.729056,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.729392,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716440.780135,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.780308,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.78045,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716440.78088,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.821668,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.821825,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716440.822311,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.842655,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.842816,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.863854,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.864045,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.884961,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.88515,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.906655,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.906832,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.934706,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.934889,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.958915,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.959075,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.979153,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.979389,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716440.999083,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716440.999241,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.018599,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.01896,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.039187,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.039356,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.060683,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.060858,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.087556,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.087784,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.115425,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.115634,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.13728,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.13766,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.157335,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.157524,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.190361,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.190489,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.211045,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.211167,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.230684,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.230833,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.2505,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.25134,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.278155,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.278241,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.306993,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.307115,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.33084,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.330962,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.35911,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.359229,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.382803,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.382922,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.407635,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.407753,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.44346,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.44358,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.46647,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.467307,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.499484,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.499601,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.519863,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.520073,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.539956,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.54004,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.561947,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.562045,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.582265,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.582389,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.618687,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.618824,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.638297,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.638438,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.661333,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.661454,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.687558,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.688394,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.714135,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.714309,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.744266,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.744406,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.764813,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.764954,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.787504,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.787718,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.818324,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.818522,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.839921,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.840092,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.866813,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.866978,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.886558,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.886821,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.908428,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.908687,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.933728,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.933905,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.965264,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.965421,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716441.986374,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716441.986588,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.009812,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.010006,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.030592,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.030803,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.051126,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.051301,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.072806,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.072964,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.093779,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.093952,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.114803,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.114953,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.141442,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.141606,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.165716,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.165861,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.1859,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.186082,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.218062,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.218245,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.237715,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.237872,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.258231,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.258422,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.28554,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.285811,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.306562,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.306795,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.327165,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.327397,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.351659,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.351866,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.377888,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.378049,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.397976,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.398161,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.42921,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.429459,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.455964,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.456144,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.476151,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.476349,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.49654,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.496784,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.520702,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.520862,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.541657,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.541919,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.569186,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.569369,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.592015,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.592258,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.61203,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,118,1771716442.613123,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,110,1771716442.617378,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,190,1771716442.617611,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716442.617903,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.631643,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.631826,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.651243,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.651405,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.671359,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.671558,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.697579,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.6978,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.722635,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.722803,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.752207,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.7524,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.771869,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.772031,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.798613,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.798808,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.818806,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.818965,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.83914,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.839315,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.867898,64,normal
