protocol,ip_src,ip_dst,port_src,port_dst,packet_length,timestamp,ttl,label
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.868078,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.895143,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.895371,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.919483,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.919662,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.946177,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.946458,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.970502,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.970732,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716442.998966,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716442.999086,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.02112,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.02124,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.041402,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.04156,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.067066,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.067188,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.087357,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.08744,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.117205,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.117326,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.137546,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.137667,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.167919,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.168006,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.195686,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.195865,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.214757,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.214874,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.234384,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.234523,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.25447,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.25469,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.274858,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.275021,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.293885,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.294046,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.31419,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.314364,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.343444,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.343664,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.365474,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.365661,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.397691,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.39786,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.418114,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.418301,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.44757,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.447787,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.478987,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.479241,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.506474,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.50673,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.527667,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.527822,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.555053,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.555222,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.588439,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.588587,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.609246,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.609486,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.63942,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.639619,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.658833,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.658991,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.67923,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.67955,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716443.722939,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.73417,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.734324,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716443.734695,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.785593,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.7858,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716443.786204,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716443.933092,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716443.933258,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716443.933655,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.045055,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.045185,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716444.045703,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.147292,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.147478,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716444.14791,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.240968,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.241144,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716444.241519,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.261725,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.261903,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716444.438249,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.438342,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.438488,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716444.438868,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.602865,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.603001,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716444.603399,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.622803,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.622975,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.651759,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.651914,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.671679,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.671834,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.693413,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.693635,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.715683,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.71585,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.750202,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.750365,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.778253,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.778467,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.797455,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.797679,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.832047,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.832188,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.85317,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.85339,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.878789,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.878974,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.905143,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.905339,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.926082,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.926241,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.955555,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.955911,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716444.982954,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716444.983147,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.003357,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.00352,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.024176,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.024352,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.046274,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.046471,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.06745,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.067642,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.099764,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.099925,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.119643,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.119813,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.139228,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.139408,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.165132,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.165295,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.18509,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.185452,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.206896,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.207017,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.226387,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.226578,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.245889,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.2461,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.267055,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.26723,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.287294,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.287467,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.309088,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.309263,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.33333,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.333563,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.355028,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.355208,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.37457,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.374785,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.406675,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.406817,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.42768,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.427861,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.457611,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.457833,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.489203,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.489543,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.516631,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.516806,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.545269,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.545612,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.564627,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.564788,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.586025,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.586183,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.608861,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.609195,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.629947,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.630115,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.652608,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.652788,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.673026,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.673192,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.696469,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.696723,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.716377,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.716572,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.738527,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.738949,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.759219,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.759392,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.779429,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.779812,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.807991,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.8082,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.836826,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.836997,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.857011,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.857178,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.883192,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.883375,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.914621,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.914789,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.937116,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.937375,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.965482,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.965777,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716445.984871,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716445.98503,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716446.012763,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716446.012944,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716446.043693,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716446.043838,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716446.06458,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716446.064754,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716446.087107,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716446.087278,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716446.114358,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,102,1771716446.114546,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716446.170126,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716446.170126,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,126,1771716446.171316,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716446.171707,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,242,1771716446.177507,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716446.177926,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,102,1771716446.178017,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,126,1771716446.178017,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,66,1771716446.178058,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716446.178147,64,normal
TCP,192.168.100.10,192.168.100.20,22,55754,66,1771716446.182016,64,normal
TCP,192.168.100.20,192.168.100.10,55754,22,66,1771716446.182355,64,normal
TCP,192.168.100.20,192.168.100.10,33997,124,60,1771717503.831667,58,nmap
TCP,192.168.100.10,192.168.100.20,818,33997,54,1771717503.803456,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,974,60,1771717503.831104,51,nmap
TCP,192.168.100.10,192.168.100.20,728,33997,54,1771717503.81021,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,595,60,1771717503.830021,55,nmap
TCP,192.168.100.20,192.168.100.10,33997,161,60,1771717503.829979,57,nmap
TCP,192.168.100.10,192.168.100.20,286,33997,54,1771717503.810581,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,934,60,1771717503.835558,43,nmap
TCP,192.168.100.20,192.168.100.10,33997,741,60,1771717503.77481,52,nmap
TCP,192.168.100.20,192.168.100.10,33997,837,60,1771717503.812221,37,nmap
TCP,192.168.100.10,192.168.100.20,608,33997,54,1771717503.774391,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,74,60,1771717503.81192,55,nmap
TCP,192.168.100.10,192.168.100.20,862,33997,54,1771717503.832261,64,nmap
TCP,192.168.100.10,192.168.100.20,860,33997,54,1771717503.806095,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,55,60,1771717503.803556,52,nmap
TCP,192.168.100.20,192.168.100.10,33997,873,60,1771717503.802283,52,nmap
TCP,192.168.100.20,192.168.100.10,33997,719,60,1771717503.808234,38,nmap
TCP,192.168.100.10,192.168.100.20,380,33997,54,1771717503.775427,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,617,60,1771717503.832108,47,nmap
TCP,192.168.100.20,192.168.100.10,33997,237,60,1771717503.832806,41,nmap
TCP,192.168.100.10,192.168.100.20,290,33997,54,1771717503.807188,64,nmap
TCP,192.168.100.10,192.168.100.20,365,33997,54,1771717503.831077,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,795,60,1771717503.829939,49,nmap
TCP,192.168.100.10,192.168.100.20,925,33997,54,1771717503.812661,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,342,60,1771717503.836217,40,nmap
TCP,192.168.100.20,192.168.100.10,33997,190,60,1771717503.775027,52,nmap
TCP,192.168.100.20,192.168.100.10,33997,466,60,1771717503.812933,51,nmap
TCP,192.168.100.20,192.168.100.10,33997,545,60,1771717503.810952,55,nmap
TCP,192.168.100.20,192.168.100.10,33997,652,60,1771717503.808775,46,nmap
TCP,192.168.100.10,192.168.100.20,995,33997,54,1771717503.773989,64,nmap
TCP,192.168.100.10,192.168.100.20,791,33997,54,1771717503.806586,64,nmap
TCP,192.168.100.10,192.168.100.20,875,33997,54,1771717503.830181,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,297,60,1771717503.806022,50,nmap
TCP,192.168.100.10,192.168.100.20,629,33997,54,1771717503.829422,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,271,60,1771717503.836139,55,nmap
TCP,192.168.100.10,192.168.100.20,427,33997,54,1771717503.804726,64,nmap
TCP,192.168.100.10,192.168.100.20,907,33997,54,1771717503.834125,64,nmap
TCP,192.168.100.10,192.168.100.20,603,33997,54,1771717503.831716,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,48,60,1771717503.829173,42,nmap
TCP,192.168.100.10,192.168.100.20,319,33997,54,1771717503.802183,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,790,60,1771717503.775384,37,nmap
TCP,192.168.100.10,192.168.100.20,655,33997,54,1771717503.838174,64,nmap
TCP,192.168.100.10,192.168.100.20,234,33997,54,1771717503.802167,64,nmap
TCP,192.168.100.10,192.168.100.20,693,33997,54,1771717503.806101,64,nmap
TCP,192.168.100.10,192.168.100.20,372,33997,54,1771717503.829956,64,nmap
TCP,192.168.100.10,192.168.100.20,982,33997,54,1771717503.831483,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,894,60,1771717503.805222,37,nmap
TCP,192.168.100.20,192.168.100.10,33997,157,60,1771717503.838583,56,nmap
TCP,192.168.100.10,192.168.100.20,2,33997,54,1771717503.774841,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,881,60,1771717503.811739,47,nmap
TCP,192.168.100.10,192.168.100.20,737,33997,54,1771717503.835855,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,499,60,1771717503.802085,41,nmap
TCP,192.168.100.20,192.168.100.10,33997,184,60,1771717503.813013,44,nmap
TCP,192.168.100.20,192.168.100.10,33997,385,60,1771717503.776585,59,nmap
TCP,192.168.100.20,192.168.100.10,33997,722,60,1771717503.810789,54,nmap
TCP,192.168.100.10,192.168.100.20,218,33997,54,1771717503.837463,64,nmap
TCP,192.168.100.10,192.168.100.20,349,33997,54,1771717503.810982,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,226,60,1771717503.835075,42,nmap
TCP,192.168.100.10,192.168.100.20,932,33997,54,1771717503.835438,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,883,60,1771717503.803471,55,nmap
TCP,192.168.100.10,192.168.100.20,36,33997,54,1771717503.828808,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,524,60,1771717503.807267,38,nmap
TCP,192.168.100.20,192.168.100.10,33997,34,60,1771717503.831531,59,nmap
TCP,192.168.100.10,192.168.100.20,643,33997,54,1771717503.812803,64,nmap
TCP,192.168.100.10,192.168.100.20,584,33997,54,1771717503.838859,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,677,60,1771717503.837272,39,nmap
TCP,192.168.100.10,192.168.100.20,899,33997,54,1771717503.809247,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,358,60,1771717503.837322,47,nmap
TCP,192.168.100.10,192.168.100.20,842,33997,54,1771717503.775149,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,286,60,1771717503.810574,52,nmap
TCP,192.168.100.20,192.168.100.10,33997,825,60,1771717503.809303,53,nmap
TCP,192.168.100.20,192.168.100.10,33997,437,60,1771717503.803799,51,nmap
TCP,192.168.100.20,192.168.100.10,33997,414,60,1771717503.833917,41,nmap
TCP,192.168.100.10,192.168.100.20,348,33997,54,1771717503.812314,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,803,60,1771717503.808321,46,nmap
TCP,192.168.100.10,192.168.100.20,14,33997,54,1771717503.802868,64,nmap
