protocol,ip_src,ip_dst,port_src,port_dst,packet_length,timestamp,ttl,label
TCP,192.168.100.10,192.168.100.20,748,33997,54,1771717503.832339,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,522,60,1771717503.808703,50,nmap
TCP,192.168.100.10,192.168.100.20,859,33997,54,1771717503.803503,64,nmap
TCP,192.168.100.10,192.168.100.20,70,33997,54,1771717503.836772,64,nmap
TCP,192.168.100.10,192.168.100.20,213,33997,54,1771717503.774833,64,nmap
TCP,192.168.100.10,192.168.100.20,343,33997,54,1771717503.831086,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,70,60,1771717503.836753,57,nmap
TCP,192.168.100.20,192.168.100.10,33997,327,60,1771717503.833656,47,nmap
TCP,192.168.100.10,192.168.100.20,363,33997,54,1771717503.835022,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,874,60,1771717503.832515,49,nmap
TCP,192.168.100.20,192.168.100.10,33997,715,60,1771717503.836711,44,nmap
TCP,192.168.100.20,192.168.100.10,33997,299,60,1771717503.804929,53,nmap
TCP,192.168.100.10,192.168.100.20,702,33997,54,1771717503.802288,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,320,60,1771717503.835704,45,nmap
TCP,192.168.100.20,192.168.100.10,33997,330,60,1771717503.83127,58,nmap
TCP,192.168.100.20,192.168.100.10,33997,919,60,1771717503.809574,43,nmap
TCP,192.168.100.20,192.168.100.10,33997,428,60,1771717503.776585,40,nmap
TCP,192.168.100.20,192.168.100.10,33997,941,60,1771717503.802577,49,nmap
TCP,192.168.100.20,192.168.100.10,33997,359,60,1771717503.837701,45,nmap
TCP,192.168.100.10,192.168.100.20,38,33997,54,1771717503.833729,64,nmap
TCP,192.168.100.10,192.168.100.20,73,33997,54,1771717503.806984,64,nmap
TCP,192.168.100.10,192.168.100.20,471,33997,54,1771717503.829511,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,239,60,1771717503.811324,48,nmap
TCP,192.168.100.20,192.168.100.10,33997,504,60,1771717503.83823,44,nmap
TCP,192.168.100.20,192.168.100.10,33997,847,60,1771717503.829497,45,nmap
TCP,192.168.100.10,192.168.100.20,239,33997,54,1771717503.811326,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,396,60,1771717503.804369,51,nmap
TCP,192.168.100.10,192.168.100.20,220,33997,54,1771717503.811099,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,389,60,1771717503.776778,43,nmap
TCP,192.168.100.20,192.168.100.10,33997,292,60,1771717503.811548,57,nmap
TCP,192.168.100.10,192.168.100.20,922,33997,54,1771717503.806502,64,nmap
TCP,192.168.100.10,192.168.100.20,736,33997,54,1771717503.802193,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,826,60,1771717503.806462,47,nmap
TCP,192.168.100.10,192.168.100.20,456,33997,54,1771717503.805682,64,nmap
TCP,192.168.100.10,192.168.100.20,833,33997,54,1771717503.808519,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,815,60,1771717503.837442,54,nmap
TCP,192.168.100.10,192.168.100.20,330,33997,54,1771717503.831336,64,nmap
TCP,192.168.100.10,192.168.100.20,60,33997,54,1771717503.83669,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,664,60,1771717503.808372,58,nmap
TCP,192.168.100.20,192.168.100.10,33997,107,60,1771717503.803799,42,nmap
TCP,192.168.100.10,192.168.100.20,954,33997,54,1771717503.811793,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,775,60,1771717503.829979,42,nmap
TCP,192.168.100.10,192.168.100.20,819,33997,54,1771717503.803453,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,64,60,1771717503.833548,47,nmap
TCP,192.168.100.20,192.168.100.10,33997,398,60,1771717503.829893,43,nmap
TCP,192.168.100.20,192.168.100.10,33997,500,60,1771717503.811969,44,nmap
TCP,192.168.100.10,192.168.100.20,284,33997,54,1771717503.828897,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,985,60,1771717503.805139,42,nmap
TCP,192.168.100.10,192.168.100.20,668,33997,54,1771717503.803825,64,nmap
TCP,192.168.100.10,192.168.100.20,378,33997,54,1771717503.81319,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,470,60,1771717503.804871,52,nmap
TCP,192.168.100.20,192.168.100.10,33997,150,60,1771717503.809962,45,nmap
TCP,192.168.100.20,192.168.100.10,33997,903,60,1771717503.836711,42,nmap
TCP,192.168.100.10,192.168.100.20,99,33997,54,1771717503.803479,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,939,60,1771717503.83188,44,nmap
TCP,192.168.100.10,192.168.100.20,726,33997,54,1771717503.832609,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,424,60,1771717503.808234,46,nmap
TCP,192.168.100.20,192.168.100.10,33997,56,60,1771717503.805464,38,nmap
TCP,192.168.100.10,192.168.100.20,317,33997,54,1771717503.808889,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,337,60,1771717503.829497,41,nmap
TCP,192.168.100.20,192.168.100.10,33997,954,60,1771717503.811791,51,nmap
TCP,192.168.100.10,192.168.100.20,924,33997,54,1771717503.837247,64,nmap
TCP,192.168.100.10,192.168.100.20,344,33997,54,1771717503.838682,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,285,60,1771717503.833549,51,nmap
TCP,192.168.100.10,192.168.100.20,459,33997,54,1771717503.83021,64,nmap
TCP,192.168.100.10,192.168.100.20,366,33997,54,1771717503.802604,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,854,60,1771717503.834817,42,nmap
TCP,192.168.100.10,192.168.100.20,526,33997,54,1771717503.838753,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,38,60,1771717503.833713,51,nmap
TCP,192.168.100.20,192.168.100.10,33997,713,60,1771717503.805464,47,nmap
TCP,192.168.100.20,192.168.100.10,33997,382,60,1771717503.807072,57,nmap
TCP,192.168.100.20,192.168.100.10,33997,779,60,1771717503.832251,40,nmap
TCP,192.168.100.20,192.168.100.10,33997,268,60,1771717503.776747,46,nmap
TCP,192.168.100.20,192.168.100.10,33997,534,60,1771717503.775384,47,nmap
TCP,192.168.100.10,192.168.100.20,712,33997,54,1771717503.831287,64,nmap
TCP,192.168.100.10,192.168.100.20,586,33997,54,1771717503.810791,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,922,60,1771717503.8065,38,nmap
TCP,192.168.100.10,192.168.100.20,550,33997,54,1771717503.828885,64,nmap
TCP,192.168.100.10,192.168.100.20,597,33997,54,1771717503.802609,64,nmap
TCP,192.168.100.10,192.168.100.20,474,33997,54,1771717503.775615,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,371,60,1771717503.805769,50,nmap
TCP,192.168.100.20,192.168.100.10,33997,27,60,1771717503.834884,55,nmap
TCP,192.168.100.20,192.168.100.10,33997,835,60,1771717503.806092,49,nmap
TCP,192.168.100.20,192.168.100.10,33997,30,60,1771717503.834666,42,nmap
TCP,192.168.100.20,192.168.100.10,33997,476,60,1771717503.807171,53,nmap
TCP,192.168.100.20,192.168.100.10,33997,114,60,1771717503.811255,50,nmap
TCP,192.168.100.20,192.168.100.10,33997,842,60,1771717503.775146,48,nmap
TCP,192.168.100.10,192.168.100.20,740,33997,54,1771717503.82884,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,925,60,1771717503.812659,38,nmap
TCP,192.168.100.20,192.168.100.10,33997,225,60,1771717503.832251,40,nmap
TCP,192.168.100.10,192.168.100.20,847,33997,54,1771717503.829503,64,nmap
TCP,192.168.100.10,192.168.100.20,271,33997,54,1771717503.836141,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,528,60,1771717503.776585,47,nmap
TCP,192.168.100.20,192.168.100.10,33997,670,60,1771717503.811088,51,nmap
TCP,192.168.100.20,192.168.100.10,33997,302,60,1771717503.813113,57,nmap
TCP,192.168.100.10,192.168.100.20,19,33997,54,1771717503.807271,64,nmap
TCP,192.168.100.10,192.168.100.20,334,33997,54,1771717503.838462,64,nmap
TCP,192.168.100.10,192.168.100.20,727,33997,54,1771717503.834489,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,481,60,1771717503.804182,42,nmap
TCP,192.168.100.20,192.168.100.10,33997,740,60,1771717503.828825,51,nmap
TCP,192.168.100.10,192.168.100.20,914,33997,54,1771717503.808602,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,933,60,1771717503.833656,56,nmap
TCP,192.168.100.20,192.168.100.10,33997,761,60,1771717503.830021,54,nmap
TCP,192.168.100.10,192.168.100.20,63,33997,54,1771717503.834686,64,nmap
TCP,192.168.100.10,192.168.100.20,136,33997,54,1771717503.809217,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,178,60,1771717503.808668,50,nmap
TCP,192.168.100.10,192.168.100.20,766,33997,54,1771717503.836768,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,546,60,1771717503.833548,47,nmap
TCP,192.168.100.20,192.168.100.10,33997,373,60,1771717503.809008,57,nmap
TCP,192.168.100.10,192.168.100.20,212,33997,54,1771717503.807755,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,9,60,1771717503.838881,50,nmap
TCP,192.168.100.10,192.168.100.20,792,33997,54,1771717503.829206,64,nmap
TCP,192.168.100.10,192.168.100.20,219,33997,54,1771717503.830193,64,nmap
TCP,192.168.100.10,192.168.100.20,781,33997,54,1771717503.831082,64,nmap
TCP,192.168.100.10,192.168.100.20,50,33997,54,1771717503.806229,64,nmap
TCP,192.168.100.10,192.168.100.20,583,33997,54,1771717503.802255,64,nmap
TCP,192.168.100.10,192.168.100.20,695,33997,54,1771717503.810237,64,nmap
TCP,192.168.100.10,192.168.100.20,832,33997,54,1771717503.776722,64,nmap
TCP,192.168.100.10,192.168.100.20,391,33997,54,1771717503.77413,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,491,60,1771717503.804871,55,nmap
TCP,192.168.100.10,192.168.100.20,961,33997,54,1771717503.812945,64,nmap
TCP,192.168.100.10,192.168.100.20,352,33997,54,1771717503.83854,64,nmap
TCP,192.168.100.10,192.168.100.20,850,33997,54,1771717503.807516,64,nmap
TCP,192.168.100.20,192.168.100.10,33997,551,60,1771717503.810923,58,nmap
TCP,192.168.100.10,192.168.100.20,0,31849,54,1771717739.129921,64,dos
TCP,192.168.100.20,192.168.100.10,32544,0,60,1771717731.595335,64,dos
TCP,192.168.100.20,192.168.100.10,23484,0,60,1771717748.081203,64,dos
TCP,192.168.100.10,192.168.100.20,0,10144,54,1771717752.294208,64,dos
TCP,192.168.100.20,192.168.100.10,57820,0,60,1771717730.673232,64,dos
TCP,192.168.100.20,192.168.100.10,55630,0,60,1771717742.727342,64,dos
TCP,192.168.100.10,192.168.100.20,0,29061,54,1771717718.004415,64,dos
TCP,192.168.100.20,192.168.100.10,47309,0,60,1771717721.512654,64,dos
TCP,192.168.100.10,192.168.100.20,0,50707,54,1771717745.667665,64,dos
TCP,192.168.100.10,192.168.100.20,0,45061,54,1771717721.460158,64,dos
TCP,192.168.100.10,192.168.100.20,0,10313,54,1771717723.690252,64,dos
TCP,192.168.100.10,192.168.100.20,0,10836,54,1771717728.085117,64,dos
TCP,192.168.100.20,192.168.100.10,20481,0,60,1771717731.320812,64,dos
TCP,192.168.100.20,192.168.100.10,41301,0,60,1771717725.755371,64,dos
TCP,192.168.100.10,192.168.100.20,0,4911,54,1771717722.054984,64,dos
TCP,192.168.100.20,192.168.100.10,128,0,60,1771717741.440924,64,dos
TCP,192.168.100.20,192.168.100.10,22190,0,60,1771717735.884339,64,dos
TCP,192.168.100.10,192.168.100.20,0,11685,54,1771717749.303335,64,dos
TCP,192.168.100.10,192.168.100.20,0,28806,54,1771717724.113874,64,dos
TCP,192.168.100.20,192.168.100.10,47436,0,60,1771717744.071013,64,dos
TCP,192.168.100.10,192.168.100.20,0,28843,54,1771717737.544897,64,dos
TCP,192.168.100.20,192.168.100.10,29551,0,60,1771717724.131273,64,dos
TCP,192.168.100.10,192.168.100.20,0,14538,54,1771717738.725849,64,dos
TCP,192.168.100.10,192.168.100.20,0,13574,54,1771717722.258138,64,dos
TCP,192.168.100.10,192.168.100.20,0,27760,54,1771717731.487567,64,dos
TCP,192.168.100.10,192.168.100.20,0,31468,54,1771717749.75424,64,dos
TCP,192.168.100.20,192.168.100.10,17846,0,60,1771717744.893904,64,dos
TCP,192.168.100.20,192.168.100.10,25702,0,60,1771717726.902904,64,dos
TCP,192.168.100.10,192.168.100.20,0,37465,54,1771717734.719114,64,dos
TCP,192.168.100.20,192.168.100.10,53827,0,60,1771717723.18382,64,dos
TCP,192.168.100.20,192.168.100.10,57974,0,60,1771717739.742454,64,dos
TCP,192.168.100.10,192.168.100.20,0,37439,54,1771717749.884946,64,dos
TCP,192.168.100.20,192.168.100.10,29190,0,60,1771717718.007395,64,dos
TCP,192.168.100.10,192.168.100.20,0,34786,54,1771717731.646025,64,dos
TCP,192.168.100.10,192.168.100.20,0,1357,54,1771717746.045061,64,dos
TCP,192.168.100.20,192.168.100.10,46290,0,60,1771717747.095438,64,dos
TCP,192.168.100.10,192.168.100.20,0,6164,54,1771717734.001468,64,dos
TCP,192.168.100.20,192.168.100.10,31699,0,60,1771717736.103838,64,dos
TCP,192.168.100.20,192.168.100.10,63848,0,60,1771717730.815139,64,dos
TCP,192.168.100.10,192.168.100.20,0,29033,54,1771717749.698593,64,dos
TCP,192.168.100.10,192.168.100.20,0,22702,54,1771717740.450524,64,dos
TCP,192.168.100.20,192.168.100.10,2446,0,60,1771717717.372228,64,dos
TCP,192.168.100.20,192.168.100.10,50741,0,60,1771717736.536233,64,dos
TCP,192.168.100.10,192.168.100.20,0,34086,54,1771717722.724617,64,dos
TCP,192.168.100.20,192.168.100.10,52922,0,60,1771717738.106202,64,dos
TCP,192.168.100.20,192.168.100.10,19622,0,60,1771717720.865442,64,dos
TCP,192.168.100.20,192.168.100.10,34300,0,60,1771717742.233594,64,dos
TCP,192.168.100.20,192.168.100.10,41906,0,60,1771717730.307604,64,dos
TCP,192.168.100.20,192.168.100.10,13822,0,60,1771717743.270712,64,dos
TCP,192.168.100.10,192.168.100.20,0,56365,54,1771717750.318317,64,dos
TCP,192.168.100.20,192.168.100.10,25722,0,60,1771717748.132521,64,dos
TCP,192.168.100.20,192.168.100.10,38189,0,60,1771717742.323893,64,dos
TCP,192.168.100.20,192.168.100.10,13097,0,60,1771717719.17812,64,dos
TCP,192.168.100.10,192.168.100.20,0,7292,54,1771717744.649378,64,dos
TCP,192.168.100.20,192.168.100.10,39959,0,60,1771717734.776678,64,dos
TCP,192.168.100.10,192.168.100.20,0,1502,54,1771717723.487196,64,dos
TCP,192.168.100.10,192.168.100.20,0,42560,54,1771717733.33101,64,dos
TCP,192.168.100.10,192.168.100.20,0,2944,54,1771717743.021006,64,dos
TCP,192.168.100.20,192.168.100.10,6307,0,60,1771717735.515919,64,dos
TCP,192.168.100.10,192.168.100.20,0,23614,54,1771717748.084094,64,dos
TCP,192.168.100.10,192.168.100.20,0,45161,54,1771717736.410339,64,dos
TCP,192.168.100.10,192.168.100.20,0,10657,54,1771717728.080942,64,dos
TCP,192.168.100.10,192.168.100.20,0,42917,54,1771717727.296928,64,dos
TCP,192.168.100.20,192.168.100.10,15427,0,60,1771717749.388589,64,dos
TCP,192.168.100.10,192.168.100.20,0,1790,54,1771717739.959483,64,dos
TCP,192.168.100.10,192.168.100.20,0,33123,54,1771717728.600273,64,dos
TCP,192.168.100.20,192.168.100.10,65504,0,60,1771717753.56959,64,dos
TCP,192.168.100.20,192.168.100.10,64697,0,60,1771717726.292472,64,dos
TCP,192.168.100.10,192.168.100.20,0,50727,54,1771717730.508794,64,dos
TCP,192.168.100.10,192.168.100.20,0,19819,54,1771717746.476012,64,dos
TCP,192.168.100.20,192.168.100.10,20769,0,60,1771717744.961934,64,dos
TCP,192.168.100.20,192.168.100.10,33903,0,60,1771717751.329172,64,dos
TCP,192.168.100.20,192.168.100.10,21970,0,60,1771717734.360864,64,dos
TCP,192.168.100.10,192.168.100.20,0,45827,54,1771717719.941221,64,dos
TCP,192.168.100.10,192.168.100.20,0,29711,54,1771717739.081631,64,dos
TCP,192.168.100.20,192.168.100.10,9182,0,60,1771717722.154489,64,dos
TCP,192.168.100.10,192.168.100.20,0,57065,54,1771717747.340804,64,dos
TCP,192.168.100.10,192.168.100.20,0,41942,54,1771717721.386876,64,dos
TCP,192.168.100.20,192.168.100.10,54092,0,60,1771717741.172809,64,dos
TCP,192.168.100.20,192.168.100.10,48441,0,60,1771717721.538162,64,dos
TCP,192.168.100.10,192.168.100.20,0,23184,54,1771717729.878584,64,dos
TCP,192.168.100.20,192.168.100.10,19603,0,60,1771717717.780124,64,dos
TCP,192.168.100.20,192.168.100.10,24048,0,60,1771717751.101479,64,dos
TCP,192.168.100.20,192.168.100.10,14518,0,60,1771717747.871145,64,dos
TCP,192.168.100.20,192.168.100.10,59060,0,60,1771717724.82033,64,dos
TCP,192.168.100.20,192.168.100.10,11609,0,60,1771717750.804243,64,dos
TCP,192.168.100.10,192.168.100.20,0,29381,54,1771717722.621017,64,dos
TCP,192.168.100.10,192.168.100.20,0,56890,54,1771717745.812709,64,dos
TCP,192.168.100.20,192.168.100.10,10752,0,60,1771717732.603413,64,dos
TCP,192.168.100.10,192.168.100.20,0,10366,54,1771717734.099637,64,dos
TCP,192.168.100.20,192.168.100.10,44877,0,60,1771717742.480989,64,dos
TCP,192.168.100.20,192.168.100.10,14175,0,60,1771717732.683986,64,dos
TCP,192.168.100.20,192.168.100.10,37692,0,60,1771717751.416399,64,dos
TCP,192.168.100.10,192.168.100.20,0,59667,54,1771717738.260662,64,dos
TCP,192.168.100.20,192.168.100.10,36722,0,60,1771717736.219636,64,dos
TCP,192.168.100.20,192.168.100.10,52512,0,60,1771717741.136727,64,dos
TCP,192.168.100.20,192.168.100.10,59044,0,60,1771717753.420982,64,dos
TCP,192.168.100.10,192.168.100.20,0,28721,54,1771717748.200305,64,dos
TCP,192.168.100.10,192.168.100.20,0,20176,54,1771717743.419918,64,dos
TCP,192.168.100.20,192.168.100.10,18321,0,60,1771717743.376795,64,dos
TCP,192.168.100.10,192.168.100.20,0,40759,54,1771717721.359531,64,dos
TCP,192.168.100.20,192.168.100.10,26466,0,60,1771717740.538033,64,dos
TCP,192.168.100.10,192.168.100.20,0,18961,54,1771717738.831543,64,dos
TCP,192.168.100.20,192.168.100.10,42345,0,60,1771717747.003744,64,dos
TCP,192.168.100.20,192.168.100.10,20007,0,60,1771717746.480162,64,dos
TCP,192.168.100.10,192.168.100.20,0,48249,54,1771717723.055687,64,dos
TCP,192.168.100.20,192.168.100.10,19723,0,60,1771717723.912398,64,dos
TCP,192.168.100.20,192.168.100.10,27392,0,60,1771717740.559498,64,dos
TCP,192.168.100.10,192.168.100.20,0,23423,54,1771717719.420739,64,dos
TCP,192.168.100.20,192.168.100.10,18984,0,60,1771717740.364011,64,dos
TCP,192.168.100.20,192.168.100.10,1410,0,60,1771717747.568873,64,dos
TCP,192.168.100.20,192.168.100.10,48440,0,60,1771717721.538162,64,dos
TCP,192.168.100.10,192.168.100.20,0,26546,54,1771717740.539831,64,dos
TCP,192.168.100.10,192.168.100.20,0,37690,54,1771717737.747665,64,dos
TCP,192.168.100.10,192.168.100.20,0,47029,54,1771717753.142502,64,dos
TCP,192.168.100.20,192.168.100.10,28651,0,60,1771717721.07595,64,dos
TCP,192.168.100.10,192.168.100.20,0,53971,54,1771717720.130315,64,dos
TCP,192.168.100.20,192.168.100.10,53867,0,60,1771717741.167581,64,dos
TCP,192.168.100.10,192.168.100.20,0,5349,54,1771717727.957942,64,dos
TCP,192.168.100.20,192.168.100.10,18629,0,60,1771717744.911672,64,dos
TCP,192.168.100.10,192.168.100.20,0,14062,54,1771717728.15976,64,dos
TCP,192.168.100.20,192.168.100.10,47081,0,60,1771717719.970246,64,dos
TCP,192.168.100.20,192.168.100.10,14158,0,60,1771717738.717392,64,dos
TCP,192.168.100.20,192.168.100.10,52247,0,60,1771717742.650704,64,dos
TCP,192.168.100.20,192.168.100.10,9327,0,60,1771717749.248948,64,dos
TCP,192.168.100.10,192.168.100.20,0,23316,54,1771717720.950464,64,dos
TCP,192.168.100.20,192.168.100.10,8990,0,60,1771717722.150349,64,dos
TCP,192.168.100.20,192.168.100.10,18739,0,60,1771717719.312066,64,dos
TCP,192.168.100.10,192.168.100.20,0,58755,54,1771717735.203939,64,dos
TCP,192.168.100.20,192.168.100.10,57673,0,60,1771717724.787867,64,dos
TCP,192.168.100.10,192.168.100.20,0,57891,54,1771717742.778078,64,dos
TCP,192.168.100.10,192.168.100.20,0,7086,54,1771717734.022244,64,dos
TCP,192.168.100.20,192.168.100.10,52016,0,60,1771717739.604409,64,dos
TCP,192.168.100.10,192.168.100.20,0,9382,54,1771717723.66863,64,dos
TCP,192.168.100.20,192.168.100.10,37272,0,60,1771717742.303188,64,dos
TCP,192.168.100.20,192.168.100.10,22506,0,60,1771717748.058706,64,dos
TCP,192.168.100.10,192.168.100.20,0,65133,54,1771717732.347449,64,dos
TCP,192.168.100.10,192.168.100.20,0,35744,54,1771717740.754371,64,dos
TCP,192.168.100.20,192.168.100.10,54682,0,60,1771717733.609375,64,dos
TCP,192.168.100.20,192.168.100.10,58543,0,60,1771717747.376114,64,dos
TCP,192.168.100.20,192.168.100.10,52268,0,60,1771717721.62777,64,dos
TCP,192.168.100.20,192.168.100.10,41891,0,60,1771717737.846961,64,dos
TCP,192.168.100.20,192.168.100.10,16536,0,60,1771717731.230376,64,dos
TCP,192.168.100.20,192.168.100.10,3335,0,60,1771717726.387222,64,dos
TCP,192.168.100.20,192.168.100.10,11337,0,60,1771717731.110471,64,dos
TCP,192.168.100.10,192.168.100.20,0,41581,54,1771717739.358552,64,dos
TCP,192.168.100.10,192.168.100.20,0,17935,54,1771717744.895703,64,dos
TCP,192.168.100.20,192.168.100.10,53718,0,60,1771717750.258701,64,dos
TCP,192.168.100.20,192.168.100.10,60655,0,60,1771717720.287129,64,dos
TCP,192.168.100.20,192.168.100.10,11095,0,60,1771717747.792496,64,dos
TCP,192.168.100.10,192.168.100.20,0,43250,54,1771717747.02393,64,dos
TCP,192.168.100.10,192.168.100.20,0,32711,54,1771717718.090109,64,dos
TCP,192.168.100.20,192.168.100.10,16815,0,60,1771717717.716222,64,dos
TCP,192.168.100.10,192.168.100.20,0,35756,54,1771717736.197894,64,dos
TCP,192.168.100.20,192.168.100.10,42169,0,60,1771717751.521917,64,dos
TCP,192.168.100.10,192.168.100.20,0,48949,54,1771717745.627622,64,dos
TCP,192.168.100.20,192.168.100.10,37952,0,60,1771717736.247365,64,dos
TCP,192.168.100.10,192.168.100.20,0,22377,54,1771717734.369878,64,dos
TCP,192.168.100.10,192.168.100.20,0,8732,54,1771717728.037396,64,dos
TCP,192.168.100.20,192.168.100.10,25666,0,60,1771717745.075702,64,dos
TCP,192.168.100.20,192.168.100.10,13420,0,60,1771717717.633254,64,dos
TCP,192.168.100.20,192.168.100.10,11705,0,60,1771717729.609823,64,dos
TCP,192.168.100.20,192.168.100.10,53328,0,60,1771717718.577294,64,dos
TCP,192.168.100.10,192.168.100.20,0,54625,54,1771717718.608458,64,dos
TCP,192.168.100.10,192.168.100.20,0,2779,54,1771717717.378714,64,dos
TCP,192.168.100.10,192.168.100.20,0,38284,54,1771717728.720299,64,dos
TCP,192.168.100.20,192.168.100.10,13085,0,60,1771717731.150394,64,dos
TCP,192.168.100.20,192.168.100.10,42776,0,60,1771717718.32593,64,dos
TCP,192.168.100.10,192.168.100.20,0,61882,54,1771717732.274475,64,dos
TCP,192.168.100.10,192.168.100.20,0,56523,54,1771717747.328277,64,dos
TCP,192.168.100.20,192.168.100.10,4085,0,60,1771717725.060793,64,dos
TCP,192.168.100.20,192.168.100.10,25393,0,60,1771717717.917099,64,dos
TCP,192.168.100.10,192.168.100.20,0,23639,54,1771717735.916855,64,dos
TCP,192.168.100.20,192.168.100.10,50924,0,60,1771717724.62764,64,dos
TCP,192.168.100.10,192.168.100.20,0,26121,54,1771717735.974207,64,dos
TCP,192.168.100.20,192.168.100.10,13619,0,60,1771717717.638079,64,dos
TCP,192.168.100.20,192.168.100.10,58415,0,60,1771717718.699147,64,dos
TCP,192.168.100.20,192.168.100.10,21579,0,60,1771717725.369473,64,dos
TCP,192.168.100.10,192.168.100.20,0,61723,54,1771717726.22405,64,dos
TCP,192.168.100.10,192.168.100.20,0,5599,54,1771717750.668135,64,dos
TCP,192.168.100.10,192.168.100.20,0,24640,54,1771717745.051115,64,dos
TCP,192.168.100.10,192.168.100.20,0,62840,54,1771717736.815641,64,dos
TCP,192.168.100.20,192.168.100.10,39082,0,60,1771717748.430456,64,dos
TCP,192.168.100.10,192.168.100.20,0,56783,54,1771717730.649652,64,dos
TCP,192.168.100.20,192.168.100.10,22172,0,60,1771717737.391165,64,dos
TCP,192.168.100.20,192.168.100.10,47089,0,60,1771717744.063632,64,dos
TCP,192.168.100.20,192.168.100.10,37573,0,60,1771717746.893467,64,dos
TCP,192.168.100.20,192.168.100.10,57661,0,60,1771717720.217056,64,dos
TCP,192.168.100.10,192.168.100.20,0,12274,54,1771717726.592873,64,dos
TCP,192.168.100.20,192.168.100.10,43833,0,60,1771717736.380167,64,dos
TCP,192.168.100.20,192.168.100.10,28406,0,60,1771717740.583378,64,dos
TCP,192.168.100.20,192.168.100.10,39475,0,60,1771717748.438935,64,dos
TCP,192.168.100.20,192.168.100.10,11591,0,60,1771717734.120973,64,dos
TCP,192.168.100.10,192.168.100.20,0,34580,54,1771717718.133498,64,dos
TCP,192.168.100.10,192.168.100.20,0,5122,54,1771717738.507251,64,dos
TCP,192.168.100.10,192.168.100.20,0,1804,54,1771717723.494137,64,dos
TCP,192.168.100.20,192.168.100.10,27072,0,60,1771717731.471958,64,dos
TCP,192.168.100.10,192.168.100.20,0,59061,54,1771717721.785669,64,dos
TCP,192.168.100.10,192.168.100.20,0,24994,54,1771717729.919592,64,dos
TCP,192.168.100.10,192.168.100.20,0,9638,54,1771717752.282777,64,dos
